职位,薪水,经验,学历,关键词,工作地址
【国际幼儿园】班主任/配班,6000-8000元,3-5年,本科,职位描述双语教师幼儿园幼师资格证工作职责：Job responsibilities  1、协调管理班级工作，班级同事合理分工，高效配合。   2 、与家长保持密切沟通，沟通有记录（见班级家访本、电访本或约访本）。   3、做好班级幼儿考勤记录、填写好班级日志。   4、每周组织召开班工作会议，组织班级教研活动。   5、根据班级实际情况，开展家园活动等。   6、按照园所工作流程规范监督和督促班级日常工作的开展。   7、按照幼儿园要求，按时发放班级教学资料、园所通知等。   8、组织协调班级内老师一起完成幼儿成长故事的书写、幼儿阶段测评工作的完成。   9、园所安排的其他临时性工作。 我们希望你是：  1、本科学历及以上，学前教育专业。2、持有幼儿园教师资格证，5年以上幼教带班工作经历。3、热爱教育事业，喜欢与幼儿在一起，有活动，形象气质佳。  4、具备良好的沟通能力，问题解决能力和领导力，安全意识和团队意识强。  5、有一定的英语口语沟通能力，具有海外幼教经验者优先。  福利待遇：   1、愉悦的国际化工作及学习氛围；   2、先进的国际化理念和快节奏的成长空间；   3、行业内有竞争力的薪酬和激励体系；   4、完善的福利（周末双休，五险一金，带薪寒暑假，年终绩效，包吃包住，节日福利等）；   5、IB及国内课程相关的培训机会；   6、享受子女入学集团学校/园所的学费优惠等。,"工作地点
长沙天心区彼一米森林儿童学院(湘府校区)
查看地图"
幼儿园教师,3000-5000元,经验不限,本科,"职位描述
幼儿园
教研
1.组织实施幼儿日常教育教学活动，参加教研及各种学习活动，提高教学质量
2.针对幼儿在园表现及时与家长沟通，组织班级家长会。
3.性格开朗，热爱幼教事业，有亲和力、爱心、耐心、高度责任心。
4.党员优先考虑","工作地点
西安长安区神舟四路启航路口
查看地图"
幼儿园主班老师,4000-6000元,1-3年,中专/中技,"职位描述
幼儿园
幼师资格证
技能要求：
一、热爱幼儿教育事业，爱护幼儿，努力学习专业知识和技能，提高文化和专业水平，品德良好、为人师表，忠于职责，身体健康。
二、观察了解幼儿，依据国家规定的幼儿园课程标准，结合本班幼儿的具体情况，制订和执行教育工作计划，完成教育任务;
三、严格执行幼儿园安全、卫生保健制度，指导并配合保育员管理本班幼儿生活和做好卫生保健工作;
四、与家长保持经常联系，了解幼儿家庭的教育环境，商讨符合幼儿特点的教育措施，共同配合完成教育任务;
五、参加业务学习和幼儿教育研究活动;
六、定期向园长汇报，接受其检查和指导。","工作地点
石家庄桥西区宝睿幼儿园
查看地图"
9500急招育婴早教师,8000-16000元,经验不限,大专,"职位描述
教师
早教
家教
【类型】儿童陪伴师
【内容】接送8‮妹岁‬妹‮兴上‬趣班，日‮陪常‬伴，
【待遇】12000+单休+法定
【要求】喜欢小朋友，年轻活‮有泼‬耐心
————
————
不做‮不饭‬做家务
【类型】育婴早教
【内容】负责3岁小‮一孩‬切，‮孩陪‬子学习，制‮良定‬好‮学的‬习规划，
【待遇】11000月休4天+‮定法‬节假日
【要求】喜欢‮朋小‬友，大专以上的学历
———
———
【‮作工‬内容】‮职全‬陪‮和伴‬照顾6岁‮年一‬级小朋友，‮导辅‬作业
【‮作工‬要求】22—45岁内，大专‮以或‬上学历
【待遇】13000元，月休4天+法定假
——————
【工作类型】儿童陪伴师
【薪资】12000+单休+法假（薪资可谈）
【工作内容】负责2岁‮宝的‬宝的早教，玩耍，英语口语训练，行‮习为‬惯培养
【上‮时户‬间】面试成功即可上户
【客户要求】年龄22—40以下，有优势资格‮和证‬学前教育的最好
————
————
轻松陪伴单，‮耐有‬心！
【订单类型】儿童陪伴师
【‮务服‬范围】‮伴陪‬一个5岁孩子，负责宝宝一切
【工资待遇】9500+月休4天+节假日
【‮殊特‬要求】有爱心，喜‮小欢‬朋友，有责任心
———
————
不做饭不做家务
【类型】住‮家家‬教
【内容】负责8‮小岁‬孩一切，陪孩子学习，制‮良定‬好的学习规划，运动
【待遇】15000月休4天+‮定法‬节假日
————
————
【工‮类作‬型】住家家教
【‮龄年‬要求】22-45岁
【工‮内作‬容】辅导二年‮同级‬学的作业学习，行为习惯的培养，收‮整纳‬理
【薪资待遇】18000月休四天+法定节假日
—————
2岁宝宝儿童陪伴师，
1.有早教工作经验（必须）
2.会英语（6级以上水平或者雅思6.5分以上）
3.年龄22岁-40岁
薪资：25000 /26天
工作内容：
负责和宝宝妈妈完成2岁宝宝的一切生活和早教工作
家里还有家务做卫生和做饭的人
——————
高工资辅导单
【工作类型】钟点工4点半-9点半
【其他要求】本科学历
【工资预算】10000元 单休＋法假
【工作内容】 辅导一年级小朋友作业。
—————
【工作类型】育婴早教师
【工资预算】12000月休四天+法假
【工作内容】带2岁宝宝，精力好
【其他要求】有耐心，爱心，年龄20-45岁
———
——————
【工作类型】育婴早教师
【工资预算】9000月休四天+法假
【工作内容】带1岁小朋友
【其他要求】有耐心，爱心，年龄50岁以下
———
—————
【工作类型】 住家儿童陪伴师
【工资预算】 13000 + 月休4天+法假
【工作内容】 照顾一个10岁的小孩，接送上下学，陪伴，22—40岁以下，大专以上的学历
-------------------------------------
【工作类型】 育婴家教师
【工资预算】 15000 + 双休+法假
【工作内容】 辅导一个7岁孩子作业，教学，22—40岁以下
-------------------------------------
1.带1个月到2岁的小朋友的，
陪护等事项，只带小朋友，
不用做饭不打扫卫生
工资：6000—9000，就近安排
不要求学历，53岁以下
———————
2.带2岁到7岁的小朋友，
早晚负责接送，白天辅助做家务，
早晚做饭。
不要求学历，年纪56岁以下
工资：6000—8000
——————
3.带3岁到12岁的小朋友，
不用做饭不打扫卫生
早晚负责接送，辅导作业，陪伴玩耍，做早教，
小朋友上学了，白天自由安排
工资：8000—15000
大专及以上学历，22—45以内
————————
就近安排，根据实际的情况匹配
年龄阶段性的小朋友，一对一
要：喜欢小朋友嘞，有耐心","工作地点
成都锦江区2号线;3号线
查看地图"
幼儿园班主任,3000-4000元,经验不限,大专,"职位描述
排课管理
学生管理
家园共育
幼儿园
班级管理
教师
幼师资格证
学校/学历教育
岗位职责：
1、认真贯彻执行《幼儿园工作规程》、《幼儿园教育指导纲要》、《3-6岁儿童学习与发展指南》，结合本班幼儿的年龄特点，遵循幼儿身心发展规律，面向全体幼儿，因人施教，制定符合本班实际的教学、安全卫生、班务等工作计划，并组织实施，定期总结与分析。
2、认真贯彻执行《幼儿园教育指导纲要》《3-6岁儿童学习与发展指南》，结合本班幼儿的年龄特点，严格执行幼儿一日生活制度，做好本班幼儿生活管理、卫生保健、教育教学工作，培养幼儿良好的生活常规和卫生行为习惯，组织好游戏及户外活动，促进幼儿身心健康发展。
3、负责班级计划落实与班级日常管理，调动班级工作人员的积极性，建立良好的班务工作常规，定期召开班务会，及时解决班级存在的问题，不断总结班级管理经验，提高管理能力，改进班级工作。
4、负责管理班级各类物品的保管与使用，提高各种类玩教具的使用率，勤俭节约，做好节电、节水管理，严禁无效投入。
5、班主任要以身做则，为班级工作人员起示范作用，树立良好的形象，坚持原则、秉公办事，带头落实幼儿园各项规章制度，保质保量完成幼儿园与班级的各项工作任务。
6、实行班级管理负责制，责任到人，认真贯彻落实教师、保育员日工作常规、月工作程序。
7、经常与家长保持联系，有计划地进行家访，互通情况，取得家长的支持与配合，指导家长正确教育子女，定期组织召开家长会。
8、负责班级的卫生，安全工作，定期向园长汇报，接受其检查和指导。
9、严禁体罚和变相体罚侮辱幼儿人格的现象发生。
任职资格：
1、学前教育专业，大专以上学历，3年以上工作经验，1年以上的班主任工作经验；
2、热爱学前教育行业，喜爱孩子；
3、在音乐，美术，舞蹈等方面有一定的特长，且考过证书；
4、提供五险，免费三餐和住宿，班主任补助和教资证补助等。
职位福利：全勤奖、补充医疗保险、员工旅游、节日福利、周末双休、五险、包住、包吃","工作地点
郑州市二七区俐昂幼儿园
查看地图"
幼儿园幼师,2000-3000元,1-3年,大专,"职位描述
幼师
幼师资格证
双语教师
普通话水平测试二级甲等证书
幼儿园
1. 负责3-6岁幼儿的日常教学工作；
2. 根据课程计划备课、上课；
3. 组织幼儿活动，促进其身心健康发展；
4. 与家长沟通，反馈幼儿的学习和生活情况。
要求：
1. 学前教育专业背景；
2. 有爱心，耐心，责任心；
3. 善于沟通，团队协作；
4. 有幼儿园工作经验者优先。持幼师资格证","工作地点
焦作市-解放区-健康路188号（健康路与北环路交叉口北180米）
查看地图"
幼儿园教师（三门峡市区）(10676),2000-4000元,1-3年,大专,职位描述幼儿园幼师资格证  岗位职责:  岗位职责：  1.根据园所教育目标制定符合本班级的各项工作计划并带领班级老师执行；  2.管理班级幼儿安全及一日常规工作；  3.建立班级良好的家园关系。  任职要求:  职位要求：   1.喜爱并愿意从事幼教工作；  2.学前教育相关专业毕业，大专及以上学历；  3.普通话标准、持教师资格证。,"工作地点
三门峡湖滨区小哈佛幼儿园(大岭北路)-南门
查看地图"
水育早教老师,4000-5000元,1-3年,大专,"职位描述
早教
游泳
岗位内容：
1. 实施幼儿教育计划并监督学生学习进展；
2. 管理教室和学生行为，维持一个安全、积极的学习环境；
3. 与家长协商沟通，创建亲密的师生关系。
任职要求：
1. 拥有不少于两年的幼儿教育工作经验；
2. 具有幼儿或相关领域的本科及以上学历；
3. 热爱幼儿教育且具有耐心和细心的态度；
4. 能够主动解决问题且善于沟通交流。","工作地点
秦皇岛市-海港区-港城大街街道秦皇东大街191号
查看地图"
一万五高薪诚聘早教家教儿陪师,1.5-2万,经验不限,学历不限,"职位描述
包吃包住
单1、住家陪伴师
深圳南山，130平，主要带4岁小朋友，负责上下学接送，生活照顾，能基础简单英文沟通，孩子上学需要辅助家务，薪资：1.5万～2万休4，性格开朗，有责任心爱心。
单2、住家深圳宝安
四口之家，150平，主要负责带2岁宝宝，不带睡，要求性格好，读绘本，带孩子玩耍互动玩游戏，不用做饭做家务，有保姆做饭家务，
薪资：10000-12000休4，法定节假，性格开朗爱笑，长期稳定优先","工作地点
深圳市龙岗区吉华路下水径260号
查看地图"
儿童桌游门店讲师,3000-5000元,无经验,学历不限,"职位描述
早教中心
儿童桌游师
普通话水平测试二级乙等证书
桌游
有教育经验优先 形象好 口齿伶俐","工作地点
西安市-雁塔区-团结南路12号二楼东头游游岛熊猫爱玩儿童桌游馆
查看地图"
托育早教老师,3000-5000元,经验不限,学历不限,"职位描述
早教中心
托育中心
幼儿园
保育员职业资格证书
幼师资格证
一、岗位职责：
1、负责幼儿一日活动、班级教育教学工作，制定本班的教学计划；
2、负责幼儿园的家庭教育指导工作，定期向家长汇报幼儿在园情况；
3、收集、整理家园教育资料，并及时归档；
4、定期向园长汇报工作，接受其检查和指导；
5、完成关于班级幼儿的各项资料填写；
二、岗位要求：
1、学历在中专或以上，学前教育专业优先；
2、有幼师资格证优先；
3、喜欢小朋友，有耐心，细心，责任心；
4、有较强的教学经验，环境布置水平优先；
三、福利待遇：
五险一金、年底有年终奖金，周末双休，带薪年假、课程补贴、加班补贴、节日补贴、证书补贴；","工作地点
晓安苑海珠区凤阳街道普惠托育（广州市海珠区泰沙路逸安街48号之1首层）
查看地图"
早教亲子老师,4000-8000元,3-5年,本科,职位描述双语教师早教中心幼师资格证保育员职业资格证书  热爱传统文化者优先考虑~~岗位内容：1. 教授婴幼儿基础知识和社交技能；2. 协助制定周计划，监督各类教学活动的顺利执行；3. 提供全方位的幼儿保育，记录孩子日常表现和成长状况。 4. 要求会拍视频、剪辑，记录成长日记。  任职要求： 1. 具有良好的组织和时间管理能力； 2. 热爱孩子，能够营造温馨和谐的教育环境； 3. 可以适应灵活的工作安排和多任务工作压力；    4.与他人相处融洽，不起争执，言语攻击。       薪资面议       本科优先,"工作地点
郑州管城回族区河南上善若水集团有限公司
查看地图"
实习生老师,100-150元/天,,大专,"职位描述
实习证明
学前教育
亲子教育
幼儿园托管教师
学校/学历教育
岗位职责：
负责幼儿园班中各项卫生工作
负责幼儿一日生活起居/进餐等各环节工作
配合班中教师进行各项教育游戏、大型活动以及户外活动等。
任职资格：
这一岗位是实习生岗，只招聘应届实习毕业生。
职位福利：六日双休、提供午餐和住宿、节日福利等
工作地址（就近分配）：

1、太阳月亮幼儿园靓锦园：

天津市河东区直沽街11号靓锦名居小区旁

2、太阳月亮幼儿园红城园：

天津市河东区卫国道与红星路交口红城小区内

3、太阳月亮幼儿园双港园：

天津市津南区领世路与景茗道交口南侧双港新家园旁

4、太阳月亮幼儿园雅仕园：

天津市河东区富民路与月牙河南路交口雅仕嘉园小区旁

5、太阳月亮幼儿园恒大园：

天津市河东区海河东路与昆仑快速路交口西侧恒大帝景小区内

6、太阳月亮幼儿园柳景园：

天津市津南区大沽南路与外环南路交口柳景家园小区内

7太阳月亮幼儿园朝阳园：

天津市宁河区芦台镇震新路与芦汉路交口","工作地点
天津河东区太阳月亮幼儿园红城园
查看地图"
托育中心育婴师,3000-4000元,3-5年,学历不限,"职位描述
育婴师
保育师
音乐
美术
舞蹈
幼儿园
早教中心
托育中心
育婴师证
保育师证
嘿，你好呀！我们正在寻找一位充满爱心和活力的成长伙伴，和我们一起陪伴宝宝们度过快乐的幼儿园时光！
你的工作将是：
1. 每天和宝宝们一起唱歌、跳舞、玩游戏，让他们在幼儿园里快乐成长；
2. 准备丰富多彩的课程，让宝宝们在玩中学，学中玩；
3. 和家长们分享宝宝们在幼儿园的成长点滴。
如果你满足以下条件，就快来加入我们吧！
1. 热爱教育事业，喜欢和小朋友在一起；
2. 有耐心、有爱心、有责任心；
3. 学前教育专业毕业，或者正在相关领域学习；
4. 有幼儿园工作经验者优先哦！期待你的加入，让我们一起见证宝宝们的成长！","工作地点
石家庄市-长安区-高远森霖城二区内9号楼
查看地图"
幼小衔接教师（就近分配/季度晋升/六日双休）,4000-8000元,1-3年,本科,"职位描述
六日双休
季度晋升
提供午餐
五险一金
线下授课
工作时间：8:30-18:00
周末双休、法定节假日休息、提供午餐
岗位职责：
1、负责对4-6岁孩子科目授课及教学服务相关的工作；
2、与家长做好沟通，及时反馈孩子的学习情况；
3、负责班级活动筹备执行；
任职要求：
1、本科及以上学历，有教师资格证及一年以上相关工作经验；
2、有强烈的教育责任感，热爱教育事业，爱孩子，善于与幼儿沟通；
3、具有较强的语言表达能力和感染力；
4、工作地点可就近分配（不提供宿舍）
我们将提供：
1.完善的社会福利保险和公积金；
2.行业内部独具竞争力的薪酬体系；
3.丰富的内部培训以及外部拓展活动；
4.带薪年假、节假日礼品、生日礼物和满周年福利；
5.定期组织国内、外旅游；
6.公开、透明的晋升机制1年3-4次、每年1-2次调薪机会；
早知道学校天津校区地址：
1、五大道校区：和平区五大道奥林匹克大厦2层
2、梅江校区：河西区梅江凤水园商业街2-140号
3、鼓楼校区：南开区北马路127号富力广场3层-311号
4、水上公园校区：南开区水上公园东路阳光公寓底商2层
5、新开路校区：华捷道60号远洋天地社区2层
6、解放南路校区：解放南路万科水晶城24号101号
7、广东路校区：天津市河西区利民道76号海天尚景小区底商二层","工作地点
天津和平区早知道学校五大道校区成都道奥林匹克大厦2层
查看地图"
儿童陪伴师早教师,1.1-2.2万,3-5年,本科,"职位描述
托管老师
双语教师
教研
美术
音乐
英语
培训机构
早教中心
岗位内容：
1. 对幼儿园教学计划进行规划和实施；
2. 提供安全、健康和积极的学习环境，并管理学生行为；
3. 与家长沟通，提供学生进步报告并解答家长疑惑。
任职要求：
1. 具备教育学或相关领域本科及以上学历；
2. 至少三年相关工作经验；
3. 了解幼儿教育课程和教学法；
4. 具有愉悦性格、责任心和协作精神。","工作地点
苏州姑苏区融通商务大厦
查看地图"
托班老师（南白象）,4000-5000元,1-3年,大专,"职位描述
保育师中级证
婴幼儿发展引导员中级证
育婴师中级证
主要工作：
1、提供幼儿日常生活照顾；
2、幼儿活动设计与实施；
3、幼儿每日观察发展记录；
4、协助并教导幼儿生活作息与自理；
5、活动室空间情境布置；
6、活动室、设施及教具之清洁维护。
任职资格：
1、以下条件至少符合其中一条：
（大学本科；或大专学前教育、护理相关科系；或大专非相关科系，具幼儿园、早教或培训中心工作经验）
2、对托育工作具有高度热忱，愿意接受专业培训；

3、具备良好沟通及协调能力，对工作认真负责，
4、娄桥行政管理中心、南白象就近分配。
职位福利：五险、工作餐、周末双休","工作地点
浙江省温州市瓯海区龙霞路与曙东路交叉口南240米社区托育园
查看地图"
幼小衔接老师,4000-6000元,1-3年,本科,"职位描述
幼师
教师
双语教师
线上授课
线下授课
坐班
私立学校
学校/学历教育
职位描述
岗位职责：
1.负责所在班级的拼音识字书写阅读以及数学的教学工作，对本班级的教学质量负责；
2.按照课程编排提前备课、写课程详案、进行体验课、授课、并保质保量完成教学任务；
3.定期参加教师教研、培训工作，提高自身的专业水平；
4.负责管理班级，与家长保持良好有效沟通工作；
5.保证教室环境的整齐整洁，培养学生良好的学习，卫生和行为习惯，为小学一年级课程做好准备；
任职要求：
1.大本以上学历，幼教专业优先考虑；
2.喜爱孩子，责任心强，有耐心，爱心；对孩子的日常照顾有责任意识；
3.普通话标准
职位福利：五险一金、绩效奖金、带薪年假、加班补助、全勤奖、每年多次调薪、员工食堂、多次晋升机会","工作地点
天津河东区美卡启蒙幼儿园
查看地图"
北京朝阳区家庭陪伴老师英语早教启蒙老师,1.5-3万,1-3年,本科,"职位描述
早教
家教
幼师
双语教师
早教老师
家教老师
家庭教育指导师
亲子老师
在线教育
培训/辅导服务
学校/学历教育
工作核心职责
1. 陪同/接送小朋友上下学和课外活动安排，全方位了解小朋友的学习动态并加以监督、辅导
2. 培养小朋友良好的学习习惯和生活习惯，引导小朋友正确的价值观
3. 根据孩子在不同阶段的特点和心理，与家长一同设定可实施的孩子成长培养目标，促进小朋友的全面发展
4.与孩子及家长建立良好的沟通渠道，帮助家长认识教育，了解孩子。
5.提供沉浸式的英语环境
任职要求：
1.相貌端正，普通话标准，英语发音标准口语流利；
2. 本科及以上学历，师范类及教育学等相关专业毕业或有海外留学经历优先；
3. 有独立教育认知体系，有语言及才艺类特长优先
4. 性格温和外向，亲和能力强，沟通能力好，有耐心，能与孩子愉快相处；
5. 有责任心，能够在生活习惯及学业上引导孩子，需要持相关证件上岗","工作地点
北京朝阳区泛海世家
查看地图"
幼儿园老师（Etonkids伊顿国际武清校区）,4000-5000元,经验不限,大专,"职位描述
幼师
教师
早教
双语教师
线下授课
坐班
私立学校
学校/学历教育
职位要求：
1、学前教育相关专业；
2、取得幼儿教师资格证书；
3、1年以上幼儿园中文教学经验；
4、教学实践能力强、专业技能优秀；
5、热爱幼儿教育事业，呵护孩子精心细致，责任心强、安全意识强、具有较好的服务意识
这里有丰厚的福利待遇～
有志同道合的小伙伴～
有着快乐友爱的双语办公环境～
校园注重老师的持续成长～
期待热爱幼儿教育的小伙伴踊跃投递简历～
职位福利：五险一金、绩效奖金、全勤奖、包吃、带薪年假、定期体检、员工旅游、节日福利","工作地点
天津武清区伊顿慧智双语幼儿园保利上河雅颂东门
查看地图"
8000儿童成长陪伴师，纯带娃,8000-12000元,经验不限,学历不限,"职位描述
托管老师
保育员
家教
幼教
学前教育
武侯区桐梓林白班儿童成长陪伴师
【类型】白班儿童陪伴师（早九晚六）
【时间】随时
【内容】照看4岁6个月小朋友
【薪资】7000+双休，法假
【小区】武侯区桐梓林
【要求】身体健康
陪伴师：
【情况】日常照看两岁半宝宝，引导宝宝早期智力发展，以及行为习惯培养
【待遇】8000月，月休4天
【要求】身体健康，有耐心，有幼教经验最好
陪伴师：
【情况】带3岁宝宝，负责帮助孩子养成好习惯，不用做饭
【待遇】7500月，双休，法假
【要求】身体健康，好交流，真心爱娃","工作地点
成都武侯区桂溪街道
查看地图"
儿童成长陪伴师,1.5-1.6万,经验不限,学历不限,"职位描述
早教
保育员
幼教
15K起
深圳南山华侨城纯水岸住家，妈妈和6岁孩子，请有爱心，耐心，责任心，喜欢小朋友的老师，要会早教游戏互动和幼小衔接，简单英语，行为习惯学习习惯引导，家里有做饭做卫生阿姨，薪资15000可双休","工作地点
广东省深圳市龙岗区吉华路315号
查看地图"
早教可新手单双轮休,4000-8000元,经验不限,学历不限,"职位描述
早教
育婴（育儿）师的工作内容：
1、日常工作：主要是针对0-3岁的婴幼儿做育婴护理工作，照顾宝宝一切饮食起居，科学喂养给婴儿添加辅食，专业的儿童营养餐，兼做一般家务。
2、生活护理：宝宝喂水、喂奶、拍嗝、洗澡，抚触被动操，二遍处理和清洗衣物，用品消毒。
3、常见症状护理：黄疸、湿疹、红臀、腹泻、尿布疹、鹅口疮、肠套叠腹胀吐奶等常见症状的预防，发现异常及时提醒就医。
4、潜能开发：提升宝宝视觉能力、触觉能力、听觉能力、感知引导、四肢协调能力、情商发育等。
5、宝宝专业护理：脐带消毒，为宝宝测量体温、观察大小便、、清洗消毒尿布、衣物、毛巾、奶瓶等用具用品、哄宝宝睡觉。
6、早期教育：根据宝宝不同阶段的发展水平选择和改编亲子游戏、讲故事、阅读；创造情景培养婴幼儿的良好情感和认知以及良好规律的行为习惯。
任职要求：
1）年龄25-55周岁之间,身体健康、无不良嗜好；
2）具备基本的读写能力,沟通能力良好,普通话较为标准；
如果您想快速咨询/联系我们，请您：
1、拨打我们的电话
2、在微聊对话中留下您的需求和电话
3、可以直接按我们的地址乘车来门店咨询","工作地点
泰安泰山区九州装饰材料精品城
查看地图"
幼儿园教师（泰福园）,4000-6000元,1-3年,大专,"职位描述
幼儿园
一、岗位职责
1、严格执行园所安全管理制度，负责本班幼儿的安全，防止安全事故发生。
2、本班保教人员团结合作，合理组织幼儿一日生活，做好幼儿教育及保育工作，保障幼儿身心全面健康发展。
3、为幼儿创设适宜的教育环境，充分发挥环境的教育作用。
4、积极参加园所组织的各种培训学习、教研活动，不断提升自身专业水平。
5、主动与家长联系，做好家园共育工作
二、任职资格
1、喜爱幼儿，热爱学前教育事业，认同朝花集团文化。
2、大专及以上学历，学前教育相关专业，具有相关教师资格证书。
3、幼教相关基础知识扎实。
4、具有良好的人际沟通能力。
职位亮点：
公办普惠性质幼儿园、行业优秀品牌、集团规范管理、福利体系健全
职位待遇：
丰厚薪酬：富有市场竞争力的薪酬、月度绩效奖金、学期奖、五险一金
带薪休假：寒暑假轮休、周末双休、法定节假日
福利保障：免费工作餐、生日礼品、节日礼金、结婚生育贺礼、年度体检、子女入学优惠
晋升通道：发展平台广阔；跨园、地区、国家的交流机会；丰富多彩的团队生活","工作地点
北京朝阳区三间房地区三间房中街5号院泰福苑2区附近
查看地图"
幼儿教师（西安市区天朗园）(J11913),3000-4000元,1-3年,大专,"职位描述
幼儿园
幼师资格证
岗位职责:
1.制定本班工作计划，并按计划开展本班保教工作。
2.组织幼儿开展一日生活流程。
3.做好家园关系维护，家长服务工作，保持良好的家园合作。
4.积极参加教研，科研等工作，勇于探索，大胆创新，提高自身业务能力。
5.组织好本班事务性工作。
任职要求:
1.学前教育专业、美术设计、英语、音乐专业本科以上学历，特别优秀者放宽至专科。
2.幼儿园资格证。
3.工作认真有爱心。
4.良好的沟通能力和职业操守。处理好与家长之间的关系。
5.工作积极主动，抗压能力强。","工作地点
莲湖区小哈佛六一星系幼儿园西安莲湖小哈福幼儿园
查看地图"
配班教师,3000-5000元,1-3年,中专/中技,"职位描述
一般健康证（B类）
学校/学历教育
工作职责：
1. 热爱幼教工作，坚持正面教育，全心全意为幼儿及家长服务。
2. 培养幼儿良好的生活卫生习惯，开展丰富多样的幼儿一日生活，寓教育于游戏当中。
3. 观察、分析、记录班内每名幼儿的发展细节，创设与保教要求相适应的环境。
4.做好家园联系工作，通过家园合作，共同培育幼儿。
任职资格：
1. 幼儿教育、学前教育专业，中专以上学历。
2. 有教师资格证，普通话证。
3. 半年以上幼教工作经验。
4. 形象气质佳，亲和力强，性格开朗活泼，有极强的爱心和责任心","工作地点
北京昌平区哈敦国际幼儿园
查看地图"
住家儿童陪伴师,2-2.1万,1-3年,本科,"职位描述
双语教师
武汉找儿童陪伴师
专带2岁宝宝，早教英语启蒙，发音标准，要求本科学历，有英语陪伴经历。2W/26天","工作地点
武汉市-洪山区-白云路
查看地图"
托育副班老师,3000-4000元,海府,1-3年,"职位描述
早教
幼师
幼师资格证
托管老师
培训机构
早教中心
托育中心
一.主要职位描述：
1、负责婴幼儿每日在园的生活安排和作息安排；
2、负责完成教学任务，保证教学质量；
3、记录婴幼儿每日在园活动，做好和家长的沟通工作；
4、负责协助园区完成招生工作；
5、完成上级安排的其他任务。
二.任职要求：
1、 中专及以上文凭，最好是幼教、学前教育等相关专业；
2、在幼儿园、托育园、早教中心担任过1年以上主班老师经验；
3、年龄20-40岁，具有幼师资格证或育婴师证优先；
4、热爱幼教事业，善于与家长沟通互动；
三.薪资福利：
1.周末双休，法定节日休；
2.上班时间：8：00-12：00 14：00-18：00；
3.薪资：3000-3500（含个人五险）+续班提成；
4.提供早、午工作餐，提供宿舍；
工作地点：龙岐雅苑北区家美乐托育园（本园区不设暑假期，介意勿投）","工作地点
海口美兰区大英山东一街7号龙岐雅苑北区商铺
查看地图"
幼儿园安保,2000-4000元,马群,经验不限,"职位描述
坐岗
秩序维护
学校/学历教育
工作职责 Job Responsibilities
1. 根据保安相关规定，负责做好放火、防盗、防事故等工作，保障园内安全
Responsible for arson, theft and accident prevention to ensure the safety of the kindergarten according to the security regulations
2. 严格按照验证制度，防止未经许可的人员进入幼儿园，维护幼儿园的治安秩序
Strictly follow the verification system to prevent unauthorized personnel from entering the kindergarten and maintain the public order of the kindergarten
3. 负责做好幼儿园信件的登记发放工作
Responsible for the registration and distribution of kindergarten letters
4. 及时处理幼儿园内发生的各种突发事件并及时报告
Deal with all kinds of emergencies and report in time
5. 树立崭新保安人员风貌，做好门卫室、操场、走廊卫生保洁工作，维护幼儿园形象
Set up a new style of security personnel, do a good job in cleaning the playground corridor of the guard room, maintain the image of the kindergarten
6. 完成领导安排的其它临时性任务
Complete other temporary tasks assigned by the leader
任职资格 Job qualification
1.有保安证优先Security certificate is preferred
2.有爱心，有责任心，关爱小朋友，服从管理，有较强的安全意识Caring, responsible, caring for children, obey management, have a strong sense of safety
3.人品端正，爱岗敬业，工作态度细致，踏实，能吃苦耐劳Good character, dedication, work attitude meticulous, steadfast, can bear hardships and stand hard work.

职位福利：周末双休、五险一金、定期体检、节日福利","工作地点
栖霞区南京凯斯御钟山幼儿园
查看地图"
幼儿园主讲老师,3000-5000元,3-5年,大专,"职位描述
幼儿园
职位描述：
（一）班级管理
1、根据教学主任的计划，负责制定本班的学期工作计划；
2、定期召开班务会，指导提高班上其它老师的工作能力。
3、做好班级管理，包括班级费用的合理使用、根据教学内容有计划的制作教具，更换或投放新教具，保管班级物质等；
4、做好班级的档案管理工作。
5、严格执行班级预算，保管好班级学习材料。
（二）日常教学
1、根据主题，制定本班月计划、周计划，并有质量的完成自己的半日活动计划。
2、能按照计划做好日常教育教学工作和班级环境的预备工作，保证孩子正常快乐的发展。
3、完成幼儿每日观察报告，认真记录幼儿日常学习情况观察记录表。
4、根据平时教学活动内容和幼儿作品的收集，制做专业月报告档案，交给家长。
（三）家长工作
1、及时、准确的把校园的各项通知和活动安排告知每一位家长。
2、根据教学计划，制定户外教学方案。
3、及时打电话进行家访，并组织班级老师加强与家长的沟通。
4、负责组织进行本班的家长会和开放活动，制定活动方案，完成活动总结。
5、做好家长联系工作，通过多种形式与家长共同配合完成教育任务，按时更换家长宣传栏资料，不断丰富家长服务的内容。
任职资格：
1、幼教专业大专及以上学历；
2、具有教师证、健康证；
3、3年以上班级管理经验；
4、教学教研能力强，综合素质高；
5、爱事业、爱孩子、责任心强、安全意识强、沟通能力、团队意识强；
职位福利：五险一金、绩效奖金、节日福利、带薪年假、周末双休、社保","工作地点
重庆巴南区慧乐幼儿园
查看地图"
