职位,薪水,经验,学历,关键词,工作地址
内科医生,7000-13000元,经验不限,大专,"岗位内容：
1. 主要为老年医学和老年精神病治疗老年常见疾病，慢性病治疗。
2. 与精神科医生协作，共同管理内科疾病的患者。
3. 参与院内跨科室会诊，为精神科疑难病例提供内科专业意见。
4.制定并执行内科相关风险防控措施。
5.规范书写内科诊疗相关的病历、医嘱、检查报告等医疗文书，确保记录完整、准确，符合医疗质量管理要求等。
任职要求：
1. 具有内科执业医师资质。
2. 具备一定的内科医学知识背景和工作经验。
3. 具有良好的沟通、组织协调和团队合作能力。
4. 积极、主动，能够承受工作压力。","工作地点
成都崇州市崇州善祥精神专科医院
查看地图"
内科医生,1.4-2万,经验不限,学历不限,"岗位内容：
1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。
2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。
3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。
4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。
任职要求：
1. 具有医学相关专业学位。
2. 具备一定的内科医学知识背景和工作经验。
3. 具有良好的沟通、组织协调和团队合作能力。
4. 积极、主动，能够承受工作压力。","工作地点
南通海门区凤晖兰诊所
查看地图"
内科医生-京东健康体检中心-北京,1.1-1.7万,望京,经验不限,"岗位职责：
1.专业体检与诊断：负责体检中内科项目的专业检查与准确诊断，确保每位客户的健康评估准确无误；
2.医疗规范执行：严格遵守医疗工作制度及流程，保障医疗安全与质量；
3.卓越服务体验：秉承体检中心高标准服务理念，为客户提供温馨、专业、高效的体检服务体验。
任职要求：
1.专科及以上学历，医学相关专业毕业；
2.持有主治医师及以上职称；
3.拥有在二级或以上医院内科工作的丰富经验，熟悉体检流程与标准优先；
4.业务精湛，医德高尚，具备良好的沟通能力和职业素养，能够为客户提供专业、耐心的健康咨询。","工作地点
北京朝阳区望京
查看地图"
内科医生,1.2-1.5万,3-5年,大专,"岗位职责:
1、在线接诊:通过平台接待患者，详细问诊，进行专业，准确的初步诊断。
2、诊疗服务:根据患者病情，规范开具电子处方。
3、健康管理:提供专业的用药指导、健康咨询及科学的复诊建议 。
4、质量保障:严格遵循医疗规范，清晰、完整书写电子病历
5、平台协作:遵守国家及平台互联网诊疗规定，配合平台工作安排与流程优化。2.任职要求(核心条件):硬性资质:持有中国执业医师资格证并完成有效执业注
册
6、经验要求:具备执业医师及以上职称，拥有3年以上扎实的临床工作经验，熟练掌握常见病、多发病的诊疗规范。
7、专业范围:中医、内科。","工作地点
海陵区泰州妇产医院
查看地图"
内科医生+月休八天,1-1.5万,3-5年,本科,【岗位职责】1、负责客户见诊、开处方等相关诊疗工作；2、提供高水平的医疗服务，确保准确、及时为客户做诊断；3、做好临时应急事项处理，包括但不限于输液反应等。  【任职要求】  1、优先本科学历及以上，具备医师资格证书、执业医师证书  2、具备 3 年及以上同岗位工作经验，热爱医学，将维护人类生命健康作为此生为之而奋斗的目标；  3、自驱力强，拥有健康生活理念，有运动或健身爱好者优先；  4、熟悉医学最新技术和治疗方法，了解相关的研究和进展；  5、具备良好的沟通能力，有耐心，抗压能力强，性格坚韧乐观；  6、有创新医学思维，善于接受新鲜事物。     福利：五险一金，月休八天、朝九晚六、节日福利、生日福利等；,"工作地点
厦门思明区世纪财富中心维他滴诊所
查看地图"
内科医生/西医师/神经内科【五险一金 提供住宿】,1-2万,1-3年,大专,"【福利待遇】
1、10K-20K/月，五险一金，工龄工资；
2、提供食宿，通勤车；
【岗位要求】
1、专科及以上学历，临床方向专业；
2、住院医师及以上职称；
3、有2年以上二甲及以上级别医院工作经验者优先；
4、西医理论技术功底扎实，擅长常见慢性病的诊治；
5、熟练掌握计算机应用技术
6、具有西医临床内科专业执业医师资格。
【岗位职责】
1、在科主任的领导下工作，接受上级专业部门的业务指导；
2、负责全科诊室以及抢救室的日常工作，提供现场急救与转诊服务，负责院外急救与转诊。根据患者病情提供出诊和双向转诊服务；
3、承担以高血压、糖尿病，脑卒中为主的慢性非传染性疾病的基本诊疗服务，二、三级预防为主的预防与管理工作；
4、为老年人、残疾人提供基本医疗保健服务。按照有关规定对大病和重病导致生活困难的老人、残疾人提供相应的上门服务。
职位福利：五险一金、包住、节日福利、免费班车、绩效奖金、每年多次调薪、弹性工作、股票期权

职位亮点：五险一金 提供住宿 晋升空间 带薪培训","工作地点
郑州中原区叫了只鸡(前进路店)
查看地图"
内科医生,1-1.5万,经验不限,本科,"岗位职责：
1、负责客户见诊、开处方等相关工作；
2、提供高水平的医疗服务，确保准确做出诊断；
3、做好临时应急事项处理，如输液反应等。
任职要求：
1、本科及以上，具备医师资格证书、西医内科执业范围；
2、具备3年及以上同岗位工作经验，热爱医学，将维护人类生命健康作为此生为之而奋斗的目标；
3、自驱力强，拥有健康生活理念，有运动或健身爱好者优先；
4、熟悉医学最新技术和治疗方法，了解相关的研究和进展；
5、具备良好的沟通能力，有耐心，抗压能力强，性格坚韧乐观；
6、有创新医学思维，善于接受新鲜事物。
入职五险一金，月休8天，无夜班，提供成都三级医院培训机会。","工作地点
阿克苏市维他滴(阿克苏虹桥诊所)
查看地图"
内科医生,8000-14000元,5-10年,本科,"1.临床医学、内科学等专业，本科以上学历。具有医师执业资格证。
2.熟练掌握本专业理论知识，熟悉内科常见病、多发病的诊断及鉴别诊断、治疗原则，同时必须具备多领域多学科的知识。
3.能够分析心电图、胸片，同时熟悉呼吸机、心电图机等常见仪器的使用。
4.具有高度的责任心、良好的职业道德和严谨的工作态度。
5.良好的沟通能力，耐心细致的工作作风也是必不可少的。
职位福利：五险","工作地点
市中区济南南郊医院
查看地图"
内科医生,1-1.5万,5-10年,本科,"1、日常值班面诊，为客户提供专业咨询、检查报告解读，并制定针对来访者需求的诊疗方案；
2、做好客户服务（或诊疗）全程风险与质量评估、管控；
3、对操作护士、健康顾问进行专业培训、指导、管理与工作质量评估；
4、建立并维护好医疗转运渠道，及时解决客户投诉、医疗服务纠纷、其它紧急突发事件，提升客户满意度，树立良好的专业形象；
5、积极配合市场开发工作，提供专家咨询、解读、讲课等专业支持，提高客户转化率。","工作地点
珠海香洲区澳投(横琴)健康管理有限公司悦椿酒店分公司
查看地图"
内科医生,2000-4000元,1-3年,本科,"岗位职责
1、负责门诊和住院患者内科疾病的咨询、诊疗、手术期安全
2、参与医院内科急救的培训
3、上级领导安排的其他工作

职位福利：五险一金、绩效奖金","工作地点
本溪明山区地工路17号(欧洲城售楼处斜对面紫金路口)
查看地图"
长沙县公立医院内科医生8-13K五险持执业医师证,8000-13000元,1年以下,本科,"内科医生
长沙县公立医院招聘：
〔岗 位〕：内科医生招聘
〔薪资待遇〕：底薪+绩效+餐补+五险+年终奖+节日福利(综合8K-13K)
〔晋升空间〕：编外（乙类）--编内
〔任职要求〕：
1、35岁以下
2、本科及以上学历、学士学位，具有执业医师资格证，执业证范围内科，完成住院医师规范化培训
3、需试用5-7天
工作地点：长沙县开元东路298号，螺丝塘地铁2号口","工作地点
长沙县妇幼保健院11
查看地图"
肿瘤内科医生,2-3万,3-5年,本科,职位介绍血液肿瘤科医师(CAR-T细胞治疗方向)  岗位职责        邱左40中瘤等恶性血液肿瘤患者的筛查评估、治疗方案制定及临床输注实施，确保符合NMPA及国际诊疗规范患者全程诊疗管理:执行CRS(细胞因子释放综合征)监测与处理，制定个体化随访计划，跟踪患者长期疗效与安全性数据    多学科协作落地:联合病理科、影像科及药剂科开展病例讨论，推动精准靶向治疗方案落地，提升复杂病例缓解率。        任职要求        硬技能:    1、临床医学本科及以上学历，持有肿瘤内科/血液科主治医师及以上资格证更佳        2、有3年以上二级以上医院，血液肿瘤科工作经验主导/参与过至少10例CAR-T治疗临床案例               3、熟练掌握流式细胞术、FISH检测等分子诊断技术，能独立解读基因测序报告        软技能:   1、具备高强度临床抗压能力，能应对突发CRS急救(需通过模拟病例考核)       2、优秀医患沟通能力，可清晰向家属解释治疗风险及预期(提供既往患者满意度证明优先),"工作地点
秦皇岛海港区河北大街中段
查看地图"
内科医生,1-1.5万,3-5年,大专,"1、协助院长进行养老院的前期筹建、项目落地、搭建健康团队。
2、负责落实养老社区会员的健康管理工作。
3、监督指导相关部门建立并完善会员健康档案。
4、整合养老社区康复、运动、心理、营养等资源，对会员进行健康指导。
5、组织落实社区保健知识讲座，开展疾病预防宣传。
6、日常健康巡视、会员回访、值班。
7、定期参加健康管理业务培训，及院长交办的其他事项、
职位福利：五险一金、包吃、包住、通讯补助、绩效奖金、免费班车、节日福利、公司重点项目","工作地点
镇江句容市康缘养生谷
查看地图"
内科医生(J11370),7000-8000元,1-3年,学历不限,"岗位职责:
在领导的安排下，做好体检接待工作；
履行体检职责，认真做好本科室的体检，配合相关人员做好咨询解答工作。
任职要求:
1、临床医学专业，本科及以上学历
2、具有执业医师（含）以上资格证书
3、有1年以上医院或体检相关工作经验
职位福利：五险一金、餐补、绩效奖金、带薪年假、定期体检、弹性工作","工作地点
苏州工业园区金融港商务中心
查看地图"
内科医生,6000-10000元,5-10年,大专,"1.住院部日常医疗工作，认真检查患者病情，细心诊断，正确处方，合理用药，杜绝误诊。
2.具有执业主治及以上医师证，有一定的工作经验。
职位福利：节日福利、绩效奖金、包吃、加班补助、五险一金","工作地点
沈阳市于洪区长江北街172号
查看地图"
大内科医生,6000-8000元,5-10年,本科,"岗位内容：
1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。
2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。
3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。
4. 提供长期护理以及治疗建议给需要的患者，并根据需要转介至其他医生或专业人员。
任职要求：
1. 医学专业，通过国家医师资格考试。
2. 经验丰富，至少从事内科医疗工作5年以上。
3. 熟练掌握内科以及相关领域的医学知识和技能。
4. 具备良好的沟通和团队合作能力。","工作地点
吉林市-丰满区-江南街道南山街3365三层谦福康养平台
查看地图"
内科医生-高端门诊,1-1.5万·13薪,经验不限,本科,"工作职责
1.认真完成患者的诊疗工作，确保诊疗质量与安全
2. 关注患者需求，保证服务质量
3. 参与部门内外部管理
任职资格
临床医学专业，本科及以上；持执业医师资格证书","工作地点
海沧区厦门中心大厦
查看地图"
内科医生,1.4-2.7万,5-10年,大专,"岗位内容：
1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。
2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。
3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。
4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。
任职要求：
1. 具有医学相关专业学位。
2. 具备一定的内科医学知识背景和工作经验。
3. 具有良好的沟通、组织协调和团队合作能力。
4. 积极、主动，能够承受工作压力。","工作地点
南通海门区凤晖兰诊所
查看地图"
医师（内科医生）,6000-8000元,5-10年,大专,"1、认同企业文化，具有强烈的责任感、服务意识、同理心；
2、大专及以上学历，临床医学专业；
3、熟悉内科技术与规范；
4、具备良好沟通能力、亲和力与服务意识高；
5、持医师执业证书(或医师职称后、从事五年以上同一专业的临床工作)。","工作地点
儋州中国海南海花岛1号岛
查看地图"
内科医生,3000-6000元,1-3年,学历不限,为患者提供非手术治疗的专业人员。通过对患者进行问询并记录，必要时开具相关化验检查，并对所开辅助检查报告做出分析判断，提出治疗和预防手段、保健方案，并开具处方。治疗方法主要为药物治疗，还包括利用医疗设备、器械提供物理疗法、输氧、营养支持、输血、止血、替代治疗等,"工作地点
保定莲池区长城南大街1218号
查看地图"
内科医生（住院医）,8000-12000元,1-3年,本科,"岗位内容：
1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。
2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。
3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。
4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。
任职要求：
1. 具有医学相关专业学位。
2. 具备一定的内科医学知识背景和工作经验。
3. 具有良好的沟通、组织协调和团队合作能力。
4. 积极、主动，能够承受工作压力。
福利待遇
1、五险、餐补、房补、交通补贴、团建、旅游、年休假
2、外派进修学习","工作地点
江宁区南京健安医院
查看地图"
威高血液透析-内科医生（蓬溪）,8000-12000元,5-10年,大专,"技能要求：执业西医
岗位职责：严格执行血液透析室的各项规章制度；熟悉和掌握透析室各种型号机器性能；认真做好透析患者的病历档案记录，及时了解透析患者的病情，制定个体化的透析及综合治疗方案；巡视患者，随时记录患者的病情变化；及时评估透析效果；处理透析并发症。
任职要求：临床医学或肾内相关专业大专及以上学历，西医内科执业，良好的临床专业技术和沟通能力，有血透、icu、心内等工作经验者优先
职位福利：五险一金、带薪年假、定期体检、高温补贴、节日福利、包住、餐补","工作地点
遂宁蓬溪县蓬溪威高血液透析中心
查看地图"
内科医生,1.8-3万,3-5年,硕士,1.工作职责：临床医疗工作：在上级医师的指导下，能独立完成肿瘤患者的细胞治疗方案制定与实施，根据患者个体情况，如肿瘤类型、分期、身体状况及基因特征等，精准定制前沿细胞治疗技术的临床应用；密切观察接受细胞治疗患者的病情变化，及时处理治疗过程中出现的不良反应，如细胞因子释放综合征、神经毒性等，保障患者的治疗安全与效果；对患者治疗效果进行持续评估，依据评估结果适时调整治疗策略；熟练解读肿瘤患者全面、综合的诊疗方案，必要时参与肿瘤多学科会诊（MDT），优化患者的整体治疗流程；参与常规值班排班。质量控制与安全管理：严格执行医院及科室关于肿瘤细胞治疗的各项规章制度、诊疗常规和技术操作规范，确保医疗质量与安全；协助科室完善肿瘤细胞治疗相关的质量控制体系，定期对治疗过程进行质量检查与评估，持续改进治疗流程与质量。客户全流程服务：负责客户全流程医疗服务，主动服务客户需求，包括不限于通过电话、线上平台等渠道及时响应客户咨询与反馈，优化客户体验，维护企业品牌形象。参与科研及带教工作：积极参与配合临床研究项目，收集、整理肿瘤细胞治疗的临床数据；适时撰写高质量的科研论文，参与国内外学术交流活动，分享研究成果，提升医院在肿瘤细胞治疗领域的学术影响力；根据安排，指导培养进修医师、实习医师和新入职医师；关注本专业领域的最新进展，学习和引进新技术、新疗法，并应用于临床实践。其他工作：根据工作需要，完成所分配的其他任务，包括科室建设、新项目开展、短期出差等。2.任职资格（指专业、学历、工作经验、外语语种和程度、沟通等各种能力）：基本条件：硕士及以上临床医学、肿瘤学等相关专业学历，（优秀本科可议），接受过系统、专业的临床医学规培；持有有效的《医师资格证书》和《医师执业证书》，执业范围为内科。已完成内科或肿瘤主治医师职称及以上评定； 工作经验：有 3年以上二级及以上医院临床工作经验，工作科室需包含内科或肿瘤科至少2年以上经历；对内科系统或肿瘤科常见病多发病有系统的了解掌握，能独立做出诊治。专业技能：熟练掌握基础理论、专业知识及临床技能，能独立完成内科或肿瘤科的常规检查、诊断及治疗操作； 具备一定的应急处理能力，能应对内科急危重症的初步救治；熟悉医疗法律法规及医院各项规章制度，严格遵守医疗伦理规范。优质服务意识：服务意识强，具备现代医学观念即生物、心理和社会模式，全方位服务关爱患者的身心。职业素质及成长驱动意愿：具有良好的职业道德和敬业精神，有责任心和团队协作精神；针对新的飞速发展的医学领域如细胞治疗的临床应用、基因诊断等，在原有临床业务基础上，具有不断学习更新的意愿驱动，并能尽快适应掌握；有梦想，不断超越自己，具有学习、开拓、创新精神。其他：能够熟练使用电子病历系统等医疗办公软件。3.招聘选拔条件必备条件（必填项，指进入公司的门槛，按主要到次要排序）：持有有效的《医师资格证书》和《医师执业证书》，执业范围为内科。主治医师及以上职称；二级医院及以上临床一线工作3年以上，能独立做出常见疾病诊治；优先条件（必填项，指在必备条件相同时，具备以下条件之一可以优先于其他候选人录用的，按主要到次要排序）：三甲医院工作经验者优先。硕博学历有肿瘤细胞治疗临床经历者优先，曾参与过肿瘤细胞治疗临床试验或项目者优先。,"工作地点
秦皇岛市-北戴河区-联峰路200号
查看地图"
内科医生,5000-7000元,1-3年,大专,"1、负责本院内科相关疾病的诊治（如糖尿病、高血压患者）；
2、接待病人语言亲切、态度和蔼，不怠慢病人，与病人的亲和力好、着装整洁、举止端庄，按时上岗；
3、严格执行首问、首诊负责制、不准推诿病人。严格执行医常规和技术操作规程；
4、重视医疗安全，必要的签字和告知义务必须覆行，防范并纠正差错事故及医疗纠纷产生的苗头；
5、认真做好病历记录，填写门诊日志エ作，处方、各种处置单填写规范；
6、廉洁行医，拒收病人钱物、不开人情方和人情假条等，杜绝向病人推销药品或保健品。","工作地点
平城区大同朝聚安康眼科医院
查看地图"
内科医生,1-1.5万,5-10年,本科,"岗位职责：
- 负责为患者提供专业的内科医疗服务
- 对患者进行诊断、制定治疗方案并跟踪治疗效果
- 参与医院内部会诊，提高医疗团队的服务质量
岗位要求：
- 45岁以下，本科以上学历，中级以上职称
- 熟悉内科疾病的诊疗流程，具备较强的临床工作能力
- 具备良好的沟通能力和团队合作精神","工作地点
乌鲁木齐新市区上海大厦
查看地图"
内科医生+月休八天,1-1.5万,3-5年,本科,【岗位职责】1、负责客户见诊、开处方等相关诊疗工作；2、提供高水平的医疗服务，确保准确、及时为客户做诊断；3、做好临时应急事项处理，包括但不限于输液反应等。  【任职要求】  1、本科学历及以上优先，具备医师资格证书、执业医师证书；  2、具备 3 年及以上同岗位工作经验，热爱医学，将维护人类生命健康作为此生为之而奋斗的目标；  3、自驱力强，拥有健康生活理念，有运动或健身爱好者优先；  4、熟悉医学最新技术和治疗方法，了解相关的研究和进展；  5、具备良好的沟通能力，有耐心，抗压能力强，性格坚韧乐观；  6、有创新医学思维，善于接受新鲜事物。     福利：五险一金，月休八天、朝九晚六、节日福利、生日福利等；,"工作地点
黄石阳新县莲花湖1号维他滴诊所
查看地图"
内科医生,5000-8000元,1-3年,本科,"1245678920
职位福利：五险一金","工作地点
西安长安区长安南路2号
查看地图"
医保内科医生,4000-6000元,经验不限,大专,"1、中医、临床医学等医学类大专以上学历，有执业医师证；
2、2年以上临床工作经验；
3、熟练掌握常见内科疾病的诊疗业务，能独立处理诊疗过程中的危急病症；
4、能独立完成大病历及相关医疗文书；
5、语言表达清晰、流畅、具有良好的交流沟通能力，亲和力；
6、具有强烈的责任感和严谨认真的工作态度；
7、良好的职业道德和团队协作精神；
8、对待患者有耐心，有良好的服务意识和服务态度；
9、有医保管理经验优先。
职位福利：五险一金、绩效奖金、职工餐、月休6天、底薪四千加绩效","工作地点
崂山区青岛静康中医肾脏病医院
查看地图"
内科医生,5000-10000元,1-3年,大专,"1.负责慢性疾病诊疗
2.患者管理，出具诊疗记录
3.临时其他工作","工作地点
吉林市船营区鑫威佳苑-C号楼
查看地图"
内科医生,1.5-2.5万,5-10年,本科,岗位职责：  担任全科医生，对客户进行有效的健康管理，包括营养、药物、生活方式的改善，从而增进健康、预防疾病和促进疾病的康复。  岗位要求：  1、临床医学本科以上学历；  2、二级及以上医院内科（心血管、内分泌、神内等）、营养科或精神科5年以上工作经历；  3、热爱健康管理，心态开放，愿意学习并接受新知识、新理念、新事物，具备优秀的的学习能力；  4、严谨、勤勉，尽责，具备良好的服务意识。  5、优秀的的学习能力、英文能力、沟通、协调及公关能力；  6、严谨、勤勉，尽责，良好的服务意识。,"工作地点
保定唐县通天湖健康管理中心(建设中)1-3
查看地图"
内科医生,1-1.5万,5-10年,大专,"1、临床专业，大专及以上学历；执业医师及以上职称，可变更；
2、具有5年以上内科（中医科、内科）临床工作经验；对心脑血管及内科常见病、多发病有诊疗经验；
3、具有良好的职业道德、较高的工作效率和团队协作精神；","工作地点
市中区济南显微外科医院
查看地图"
内科医生,1-1.3万,1-3年,本科,"1.熟练掌握高血压、糖尿病等常见病诊疗。具备急危重症抢救能力（如心脑血管意外）
2.身体条件‌：需适应高强度夜班及突发应急任务，无隐藏疾病。
3.综合素质：沟通能力：协调医患关系及团队协作；
抗压能力：应对批量伤员等紧急场景。","工作地点
广饶县东营同安医院
查看地图"
内科医生,7000-11000元,3-5年,大专,"1. 全面内科评估与诊疗： 负责住院及门诊患儿的全面内科疾病诊疗，包括但不限于呼吸、消化、心血管、内分泌、泌尿等系统常见病与复杂病症。
2. 共病管理： 专注于管理与儿童主要残障/原发性疾病相关的内科共病（如脑瘫患儿的营养与胃肠问题、卧床患儿的呼吸系统感染等）。
3. 全院性医疗支持： 为康复科、神经科、发育行为科等其他科室的患儿提供内科会诊支持，从内科视角为整体治疗方案保驾护航。
4. 急症处理与稳定： 熟练处理患儿出现的各种内科急症，确保其生命体征稳定，为后续专科治疗创造条件。
5. 慢性病管理： 为患有慢性内科疾病（如癫痫、哮喘、先天性心脏病等）的特殊儿童制定长期、系统的健康管理计划。
6. 家属沟通与教育： 用通俗易懂的语言，向家属解释复杂的内科病情，提供清晰的居家护理指导和健康宣教。
7. 病历与协作： 规范书写医疗文书，并与护士、治疗师、营养师等团队成员紧密协作，确保医疗服务的连续性与一致性。","工作地点
兰山区临沂星语儿童医院
查看地图"
消化内科医生,8000-15000元,5-10年,学历不限,工作内容：  1、提供消化内科医疗服务，确保患者接受到高质量的诊疗体验；  2、根据医疗标准执行诊断和治疗任务，与团队合作提升服务效率和质量；  3、参与医院组织的内科相关培训和学术活动，不断提升专业技能。  任职资格：  证件齐全，具备良好的沟通能力和团队合作精神，对待患者耐心细致，具有较强的责任心和职业道德，有民营医院工作经验者优先考虑,"工作地点
市中区济南南郊医院
查看地图"
内科医生,6000-8000元,10年以上,大专,"岗位职责
‌1.体检项目评估‌：负责对体检结果进行分析判断，提出治疗和预防方案‌；
‌2.手术会诊与内科常见病诊疗‌：参与手术会诊，处理内科常见病（如高血压、糖尿病等），制定药物治疗方案‌
3.联合查房与术后管理‌：通过每日查房掌握患者病情变化，协调多学科协作，保障术后患者安全‌
4.其他职责‌：包括病历书写、值班会诊、教学科研、健康宣教等‌
任职要求
‌1.职称要求‌：需具备主治医师及以上职称；
‌2.专业与经验‌：、具备二级及以上医院临床工作经验，熟悉内科常见病诊疗‌；
3‌.能力素质‌：需具备扎实的专业知识、沟通能力及团队协作精神‌
4.外地人或者已退休医生优先，需要院内住宿值二线夜班。","工作地点
桥西区石家庄爱眼眼科医院
查看地图"
内科医生,7000-10000元,5-10年,学历不限,一、工作内容：充分利用现有诊疗手段，在法律法规范围内，对患者进行诊断，并依据诊断结果，制定治疗方案；积极学习天津市医保相关政策，避免违规及拒付情况发生；对本级别机构不能做出诊断或超出职业范围诊疗的患者，耐心沟通，劝导患者及时转诊，避免医疗风险产生，负责门诊日志的准确填写，并对门诊日志所记内容负责，严谨使用他人工作站。 二、任职要求：临床经验丰富，能够对照病例准确做出诊断及给出治疗方案，能操作电脑，有执业医师证书，善于沟通，能简练准确表达自身想法；临床经验5年以上，熟悉医保政策 三、福利待遇：7000-12000 四、工作时间：8:00-17:00,"工作地点
天津市滨海新区神川街与云舟街交叉口东120米旁配建房
查看地图"
西医内科医生,5000-10000元,5-10年,本科,"【岗位能力要求】
1.西医临床基础：熟悉内科常见慢病的评估与干预，如三高、代谢综合征、亚健康状态等。
2.功能医学理解能力：具备基础功能医学知识框架，能理解营养学与代谢相关检测。
3.沟通表达能力：能将医学术语转化为客户易懂的表达方式，具备良好的医患沟通技巧。
4.客户服务意识：关注客户体验，耐心讲解并长期跟踪客户健康状态。
5.协作与统筹能力：能与中医、顾问、理疗师等多岗位协作完成客户服务闭环
6.医疗合规与记录规范：熟练掌握门诊病历、医嘱书写规范，具备合规意识与执行力。
【工作内容】
1.健康评估与初诊问诊。
2.检测报告分析与结果解读。
3.个性化干预方案制定。
4.客户沟通与医学陪伴。
5. 医疗记录与合规管理。","工作地点
西安未央区西派国际B区-南门艾一诊所
查看地图"
内科医生,1-1.2万,经验不限,大专,"岗位职责：
1、按照项目的要求，询问病史，并按顺序进行检查，确保项目无遗漏；
2、记录要完整，做到无漏填、无错项；
3、负责检查的小结，做出检查结论及建议；
4、检查过程中对受检客人提出的问题，要做好咨询解答工作；
5、执行保护性医疗制度，尊重受检客人的隐私权。
任职资格：
1、男女不限，有相关专业医师执业证、资格证；
2、有丰富的临床工作经验；有二甲医院以上工作经验者优先；
3、退休人员优先。

职位福利：周末双休、包吃、交通补助、加班补助、弹性工作、通讯补助、节日福利、员工旅游","工作地点
无锡市滨湖区十八湾路288号湖景科技园
查看地图"
神经内科医生,5000-10000元,1-3年,本科,"1、临床专业本科及以上学历，具有初级以上职称、执业医师证；
2、拥有二级医院3年以上神经内科工作经验者优先；
3、可接收应往届未就业本科/硕士毕业生。","工作地点
葫芦岛市第二人民医院龙港区锦葫路76号
查看地图"
内科医生,4000-8000元,3-5年,学历不限,"岗位内容：
1. 对内科患者进行全面体检，收集其病史和症状，制定详细的医疗治疗方案。
2. 对患者进行必要的辅助检查。
3. 对内科患者提供有效的治疗，包括处方药物、手术等治疗方法。
4. 不断学习最新的内科医疗知识和技术，保持对患者的高水准护理。
5. 能够接受正常夜班
任职要求：
1. 取得医师执业证书。
2. 至少从事内科临床医疗工作3年以上，有一定的临床经验。
3. 掌握内科医学领域的基本理论和操作技能，善于观察、分析和解决问题。
4. 声誉卓越，具有优秀的沟通和人际交流能力。","工作地点
石家庄裕华区汇宝国际康养中心
查看地图"
内科医生,7000-10000元,1-3年,大专,"我们不是一个冰冷的医疗平台，而是一个充满温度的“互联网医院”。我们通过私域渠道，为数万名核心用户提供持续、专业、个性化的健康指导与医疗咨询服务。我们相信医学不仅是治疗疾病，更是关于“人”的科学，是长期的陪伴与守护。
现在，我们寻找同样相信这个理念的“您”，成为连接我们与用户的“健康守护者”。
您不仅是医生 ，更是用户的“私人健康顾问”。您的价值不仅在于诊断，更在于教育、沟通和建立长期信用关系。通过企业微信、线上互联网医院咨询平台等工具与糖尿病用户答疑解惑。
您服务的不是茫茫人海，而是已经对我们品牌建立初步认知和信任的私域用户，沟通起点高，拒绝无效咨询。
您拥有专业的运营团队支持，负责用户引流、活动策划和素材准备，您只需专注于发挥您的专业优势。
您的首要任务，是利用您的医学专业知识，通过糖尿病患者深度沟通，解决用户的健康疑虑，并引导其选择最合适他们的健康解决方案。
工作内容
1、专业咨询：在企业微信、线上互联网医院咨询平台等场景中，为用户提供专业、耐心、及时的内科/中医科“糖尿病”领域健康咨询。
2、健康教育与内容产出：撰写科普糖尿病医疗手册、短文等，提升用户健康认知，建立专业IP形象。
3、需要挖掘与方案制定：在咨询过程中，深度挖掘用户的潜在健康需求，并基于糖尿病用户潜在需求答疑解惑，为其定制人性化的健康管理方案。
4、建立信任与关系维护：通过持续的专业服务和有温度的沟通，与用户建立长期信任，提供用户粘性与满意度。
5、协同化：优化与完善运营团队内部培训的指导手册。
必备条件：
1、持有有效的《医师资格证书》和《医师执业证书》，执业范围为内科、中医科。
2、具备3年以上临床工作经验，能独立处理常见内科/中医科“糖尿病”疾病。
3、出色的沟通能力和共情能力，能够用通俗易懂的语言解释医学问题。
4、具备强烈的用户服务意识，乐于帮助用户并促成解决方案的落地。
5、对线上医疗、健康管理有浓厚的兴趣，接受新模式。
6、有互联网医疗平台或健康管理公司工作经验优先。
7、具备良好的文字表达能力，能撰写科普内容。
8、能快速适应线上工具和新的工作流程。
您将获得
有竞争力的底薪
完善的五险一金、节日福利。
不定期的内部培训成长，接触最前沿的私域运营知识和健康管理理念，实现医学专业与商业思维的双重提升。
公司提供精准的意向用户流量池和专业的运营工具，让您专心做最擅长的事。","工作地点
长春朝阳区钻石国际中心三楼
查看地图"
